title,total_score,reviews_count,street,city,state,country_code,website,phone,categories,url,category_name
SSR Gym,3.3,3,9 de Julio 2-50,Roldán,Santa Fe Province,AR,,+54 341 215-7916,Gym,https://www.google.com/maps/search/?api=1&query=SSR%20Gym&query_place_id=ChIJP7EMP2NJtpUR8L6AGS5u8YE,Gym
Sparta Gym,5,15,"La Yerra, Av. la Querencia y",Alvear,Santa Fe Province,AR,,+54 341 718-2161,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Sparta%20Gym&query_place_id=ChIJq0W7oWmvt5UR7F_glC7R3EY,Gymnastics center
GYM Adonay,5,2,"P. Oppici, Av. Gral. N. Levalle &",Villa Gobernador Gálvez,Santa Fe Province,AR,,+54 341 643-2376,Gym,https://www.google.com/maps/search/?api=1&query=GYM%20Adonay&query_place_id=ChIJ-S1CUgCpt5URM8rBap-eBUU,Gym
Hercules GYM VGG T020,4.6,19,Av. Soldado Alberto Aguirre 1968,Villa Gobernador Gálvez,Santa Fe Province,AR,,+54 341 692-0256,Gym,https://www.google.com/maps/search/?api=1&query=Hercules%20GYM%20VGG%20T020&query_place_id=ChIJq7jJkw2pt5UR-tdYmKab71k,Gym
On Top Gym,4.7,173,Juan Canals 1022,Rosario,Santa Fe Province,AR,,+54 341 670-9189,Gym,https://www.google.com/maps/search/?api=1&query=On%20Top%20Gym&query_place_id=ChIJFfI_I8Grt5UR4KSI6Os-q1I,Gym
Fit World Gym,4.6,18,"Club Unión Central - ""La Carpita, Iguazú Bis 202",Rosario,Santa Fe Province,AR,https://www.instagram.com/fitworldgym1,+54 341 259-9137,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Fit%20World%20Gym&query_place_id=ChIJ5x_SPppTtpUR331qdj2PkCA,Gymnastics center
Edison GYM,5,2,Iguazú 350,Rosario,Santa Fe Province,AR,https://www.instagram.com/edison_gym/?hl=es,+54 9 341 645-0042,Gym,https://www.google.com/maps/search/?api=1&query=Edison%20GYM&query_place_id=ChIJlWt-qxOtt5URKZVl3kMYK7k,Gym
CEF GYM,5,10,Av. Ovidio Lagos 3717,Rosario,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=CEF%20GYM&query_place_id=ChIJ7znEM9Grt5UReXCq8niylsI,Gym
Actitud Gym,4.8,28,Magallanes 2539,DOG,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Actitud%20Gym&query_place_id=ChIJVxfmi8Gst5URa1UAHIPbIUU,Gym
Sinergia gym 1,4.8,38,La Paz 955,Rosario,Santa Fe Province,AR,,+54 341 276-4644,Gym,https://www.google.com/maps/search/?api=1&query=Sinergia%20gym%201&query_place_id=ChIJyaTE16ert5URtXxAkozURGo,Gym
Fisherton Gym,3.7,3,Chassaing 1650,Rosario,Santa Fe Province,AR,,+54 341 653-6313,Fitness center,https://www.google.com/maps/search/?api=1&query=Fisherton%20Gym&query_place_id=ChIJvbQODuNTtpUR8HnNeRJR724,Fitness center
ONA GYM (gimnasio exclusivo de mujeres),4.8,23,Blvd. 27 de Febrero 1956,Rosario,Santa Fe Province,AR,,+54 341 531-9331,Gymnastics center,https://www.google.com/maps/search/?api=1&query=ONA%20GYM%20(gimnasio%20exclusivo%20de%20mujeres)&query_place_id=ChIJXWy9UnSrt5URKCtFGwvdN9E,Gymnastics center
SARA GYM,5,32,Cochabamba 4757,Rosario,Santa Fe Province,AR,https://www.instagram.com/sara.gimnasio?igsh=MThhdXlrM2JhOHlqYg==,+54 341 391-8532,Gym,https://www.google.com/maps/search/?api=1&query=SARA%20GYM&query_place_id=ChIJQ-s2W0ytt5URaYcU7vzy5Wg,Gym
Force Center GYM,5,5,Av. San Martín 2553,Granadero Baigorria,Santa Fe Province,AR,https://instagram.com/forcecenter.gym?utm_source=qr&igshid=MzNlNGNkZWQ4Mg==,+54 341 315-0196,Gym,https://www.google.com/maps/search/?api=1&query=Force%20Center%20GYM&query_place_id=ChIJrzncl6RRtpURJpdscROEAes,Gym
Circle of Workers - Heated pool -gym,4.4,334,Entre Ríos 1260,Rosario,Santa Fe Province,AR,,+54 341 449-2204,Gym,https://www.google.com/maps/search/?api=1&query=Circle%20of%20Workers%20-%20Heated%20pool%20-gym&query_place_id=ChIJNclM-BCrt5URqSOK-p6uvlg,Gym
TAO GYM,4.9,65,Av. Rosario 1400,Funes,Santa Fe Province,AR,http://www.gastonmedina.com/,+54 341 686-4367,Gymnastics center,https://www.google.com/maps/search/?api=1&query=TAO%20GYM&query_place_id=ChIJd6BAX65NtpUR4W5PFVlqEvk,Gymnastics center
Aramis Gym,4.8,24,Urquiza 876,Acebal,Santa Fe Province,AR,,+54 3469 42-1017,Gym,https://www.google.com/maps/search/?api=1&query=Aramis%20Gym&query_place_id=ChIJh2xxZRW8t5URDWQo9P6roAY,Gym
Combat sport gym,5,38,Francisco José de Caldas 523,Rosario,Santa Fe Province,AR,https://instagram.com/ck_muaythai.rosario?igshid=MzRlODBiNWFlZA==,+54 341 323-3192,Muay Thai boxing gym,https://www.google.com/maps/search/?api=1&query=Combat%20sport%20gym&query_place_id=ChIJiRUll7irt5URMZFzvESK3hk,Muay Thai boxing gym
Urban Gym & Cross,5,4,Sgto. Cabral 1032 S2200FZT,San Lorenzo,Santa Fe Province,AR,,,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Urban%20Gym%20%26%20Cross&query_place_id=ChIJufrkK2hbtpURp8-x_CSvsC4,Gymnastics center
TEMPUS gym Spain,4.8,22,"GBH, España 2054",Rosario,Santa Fe Province,AR,,+54 341 486-0518,Gym,https://www.google.com/maps/search/?api=1&query=TEMPUS%20gym%20Spain&query_place_id=ChIJv84v6Ayrt5URmR9A9JH8_rc,Gym
Sorrento Open Gym,4.5,2,José Hernández 801,Rosario,Santa Fe Province,AR,,+54 341 584-6228,Gym,https://www.google.com/maps/search/?api=1&query=Sorrento%20Open%20Gym&query_place_id=ChIJR1BYON1TtpUR0luWaDbrVf4,Gym
"Alojate en METRA Puerto Norte, luminoso estudio con pileta, gym y balcon",,,,Rosario,Santa Fe Province,AR,,,Vacation rental,https://www.google.com/maps/search/?api=1&query=Alojate%20en%20METRA%20Puerto%20Norte%2C%20luminoso%20estudio%20con%20pileta%2C%20gym%20y%20balcon&query_place_id=ChIJvcEciahUtpURLkk67b0sEDw,Vacation rental
Box Gym Casas,4.8,27,Bolivia 485,Roldán,Santa Fe Province,AR,,,Boxing gym,https://www.google.com/maps/search/?api=1&query=Box%20Gym%20Casas&query_place_id=ChIJXccbt3pJtpURJYUVTtAckZM,Boxing gym
Punto Kinesico gym y pilates,5,12,Av. Pellegrini 2786,Rosario,Santa Fe Province,AR,https://instagram.com/puntokinesico_ros?utm_medium=copy_link,+54 341 745-7370,Gym,https://www.google.com/maps/search/?api=1&query=Punto%20Kinesico%20gym%20y%20pilates&query_place_id=ChIJqeU73yCrt5URaRvVmJZdibs,Gym
ESTUDIO JURÍDICO G Y M,4.8,4,Gral. López 2584,GRT,Santa Fe Province,AR,,+54 3476 43-5098,Barrister,https://www.google.com/maps/search/?api=1&query=ESTUDIO%20JUR%C3%8DDICO%20G%20Y%20M&query_place_id=ChIJZ-6pkBxbtpURbo-pMxQTvCw,Barrister
Lider Gym Taekwondo,4.9,28,Friuli 230,Rosario,Santa Fe Province,AR,,+54 341 672-0137,Gym,https://www.google.com/maps/search/?api=1&query=Lider%20Gym%20Taekwondo&query_place_id=ChIJddPYecNStpURaLhIeM2thrk,Gym
Genesis Gym,4.8,36,Entre Ríos 1025,Rosario,Santa Fe Province,AR,,+54 341 373-9477,Gym,https://www.google.com/maps/search/?api=1&query=Genesis%20Gym&query_place_id=ChIJexOBBY6rt5URcawTTPbpQec,Gym
Claudia Gym Femenino,4.8,4,Buenos Aires 2302,Rosario,Santa Fe Province,AR,,+54 341 343-3333,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Claudia%20Gym%20Femenino&query_place_id=ChIJf2Ycs6mrt5URs9gUwIzXZZQ,Gymnastics center
Centro Fit Gym,4.9,59,Sarmiento 1268,San Jorge,Santa Fe Province,AR,https://www.instagram.com/cf_centrofit/,+54 3406 43-6376,Gym,https://www.google.com/maps/search/?api=1&query=Centro%20Fit%20Gym&query_place_id=ChIJiT-fonz3ypURDQ5pi7QWKHs,Gym
24/7 gym club,,,San Martín 1521,Venado Tuerto,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=24%2F7%20gym%20club&query_place_id=ChIJxSt2NQBlyJUR1OTEhvTrBRk,Gym
Extremo Gym,4.9,41,España,Elortondo,Santa Fe Province,AR,,+54 3462 41-6912,Gym,https://www.google.com/maps/search/?api=1&query=Extremo%20Gym&query_place_id=ChIJ5ztTCKUNyJURAXKUB1JyzCk,Gym
Shark gym,4.6,40,Alvear 124,Venado Tuerto,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Shark%20gym&query_place_id=ChIJ057usSJlyJURhdS1J-YOI1c,Gym
INFLUENCERFIT centro de entrenamiento,4.8,61,Colón 821,Venado Tuerto,Santa Fe Province,AR,,+54 3462 66-5494,Gym,https://www.google.com/maps/search/?api=1&query=INFLUENCERFIT%20centro%20de%20entrenamiento&query_place_id=ChIJ660HyjVlyJURqr9kuF8E3QU,Gym
FIT GYM by LOLO,4.8,8,Av. J Roberti 941,Teodelina,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=FIT%20GYM%20by%20LOLO&query_place_id=ChIJVc86UoSTx5URguV-0qeZVF4,Gym
CORE Salud y Performance,4.9,46,Sta. Fe 1140,Santa Isabel,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=CORE%20Salud%20y%20Performance&query_place_id=ChIJB1D1bYfgx5URjB40y0Jgip4,Gym
FitnessCenter JR,4.8,16,Quintana 625,Venado Tuerto,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=FitnessCenter%20JR&query_place_id=ChIJvfYMoORlyJURAPqhPuhD8mw,Gym
NIVEL FIT,4.7,19,,San Gregorio,Santa Fe Province,AR,,+54 3382 44-5612,Gymnastics center,https://www.google.com/maps/search/?api=1&query=NIVEL%20FIT&query_place_id=ChIJSUq7rnC1x5URWNIDM7_K-BY,Gymnastics center
EAsport Entrenamiento,5,39,"Azcuénaga 2205, Av. Pres. Juan Domingo Perón 75",Venado Tuerto,Santa Fe Province,AR,,+54 3462 32-3016,Gym,https://www.google.com/maps/search/?api=1&query=EAsport%20Entrenamiento&query_place_id=ChIJsVwqduhlyJURd29HmMvXr0M,Gym
Hábito Fitness,5,1,Brown 1478,Venado Tuerto,Santa Fe Province,AR,https://www.instagram.com/habitofitnessvt/,+54 3462 26-1605,Gym,https://www.google.com/maps/search/?api=1&query=H%C3%A1bito%20Fitness&query_place_id=ChIJWxSnNgBlyJURVMe0AK0z3Hk,Gym
Alamo Centro de Entrenamiento y Rehabilitación,4.9,84,Rivadavia 1851,Venado Tuerto,Santa Fe Province,AR,https://www.instagram.com/alamo.entrenamiento?igsh=MW5uaGE4cW5yajJudg==,+54 3462 63-7728,Gym,https://www.google.com/maps/search/?api=1&query=Alamo%20Centro%20de%20Entrenamiento%20y%20Rehabilitaci%C3%B3n&query_place_id=ChIJN1sCaE5lyJURwVDYgEFSDNs,Gym
Kokoro centro de entrenamientos,5,25,San Martín 1375,Venado Tuerto,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Kokoro%20centro%20de%20entrenamientos&query_place_id=ChIJi4mJfxtlyJURbPFNYpFjnmg,Gym
MoVe Fitness Center,4.9,17,"2600, Chacabuco 1676",Venado Tuerto,Santa Fe Province,AR,,+54 3462 67-3225,Gymnastics center,https://www.google.com/maps/search/?api=1&query=MoVe%20Fitness%20Center&query_place_id=ChIJwbFdURhlyJUR96dglsOB9rQ,Gymnastics center
Club Ciudad,4.1,144,,Venado Tuerto,Santa Fe Province,AR,http://www.clubciudadvt.com.ar/,,Gym,https://www.google.com/maps/search/?api=1&query=Club%20Ciudad&query_place_id=ChIJ3wClZTV7yJURkAC9VcJJavM,Gym
Gimnasio card venado tuerto,4.8,65,Mitre 73,Venado Tuerto,Santa Fe Province,AR,,+54 9 3462 55-2939,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20card%20venado%20tuerto&query_place_id=ChIJw45OzFZlyJUR7vS1rEQFlOs,Gym
B&B Fitness,5,11,Av. 51 101-149,Villa Cañás,Santa Fe Province,AR,https://instagram.com/profesorabarbarabeltran_?igshid=YmMyMTA2M2Y=,+54 3462 51-8799,Gym,https://www.google.com/maps/search/?api=1&query=B%26B%20Fitness&query_place_id=ChIJTXMUO2Pvx5URSjq-YUo5SLA,Gym
FORZE GYM,5,4,Juan B. Justo 252,Venado Tuerto,Santa Fe Province,AR,,+54 3462 68-5138,Gym,https://www.google.com/maps/search/?api=1&query=FORZE%20GYM&query_place_id=ChIJyUOgAgB7yJURxqxjHtuV49c,Gym
Unidad Gym VT,,,Arenales 246,Venado Tuerto,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Unidad%20Gym%20VT&query_place_id=ChIJs_uAeb57yJURQyeayYQwHuI,Gym
Spartan Gym,,,,Venado Tuerto,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Spartan%20Gym&query_place_id=ChIJD5bhPalkyJUR7rd8OXyq2Ww,Gym
Gimnasio Argentino,4.6,82,Brown 727,Venado Tuerto,Santa Fe Province,AR,,+54 9 3462 56-6506,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Argentino&query_place_id=ChIJuRP-RaVkyJURlFt0Tq30I0U,Gym
Club Atlético Bouquet,4.6,16,San Lorenzo,Bouquet,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Club%20Atl%C3%A9tico%20Bouquet&query_place_id=ChIJe1hcJxMvypURB_U_wi0i2uY,Gym
Fenixgym,5,27,25 de Mayo 478,Carlos Pellegrini,Santa Fe Province,AR,,+54 3401 59-4384,Gym,https://www.google.com/maps/search/?api=1&query=Fenixgym&query_place_id=ChIJgRHvzBJdypURAR_3qpRuVmk,Gym
Nvo. Club Piamonte,4.1,52,,Piamonte,Santa Fe Province,AR,,,Fitness center,https://www.google.com/maps/search/?api=1&query=Nvo.%20Club%20Piamonte&query_place_id=ChIJtylq6ipMypURwSvNVG1ZMXI,Fitness center
Gym Evolution Fitness,,,Av. Sta. Fe 560,Venado Tuerto,Santa Fe Province,AR,,+54 3462 25-2067,Gym,https://www.google.com/maps/search/?api=1&query=Gym%20Evolution%20Fitness&query_place_id=ChIJkfqxPbJkyJURE1RmGk3ZAwM,Gym
Evolution Fitness,5,7,C. 61,Villa Cañás,Santa Fe Province,AR,https://www.instagram.com/p/BurG64gBbLe/?igshid=1kqctxkstnwvx,+54 3462 51-3652,Gym,https://www.google.com/maps/search/?api=1&query=Evolution%20Fitness&query_place_id=ChIJs_8c2K_px5URuo31lIRxEmk,Gym
Apple Fitness,4.7,47,"Casey 790, Piso 1, Local 157",Venado Tuerto,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Apple%20Fitness&query_place_id=ChIJB081PLJkyJURfl3NIWWDc0k,Gym
World Training,4.4,7,Dr Benigno A Martinez 121,Teodelina,Santa Fe Province,AR,,+54 3462 55-5602,Gym,https://www.google.com/maps/search/?api=1&query=World%20Training&query_place_id=ChIJk3lRQGWSx5UR-q438Cqhxc4,Gym
Performance,5,5,Belgrano,Elortondo,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Performance&query_place_id=ChIJITdL6Q8NyJURkO2Uzhqj40o,Gym
Olimpia BBC,4.3,477,Uruguay 473,Venado Tuerto,Santa Fe Province,AR,,+54 3462 31-5003,Gym,https://www.google.com/maps/search/?api=1&query=Olimpia%20BBC&query_place_id=ChIJvRvC-bFkyJURLreJai6J0fw,Gym
Gimnasio CEFIT,5,35,Uruguay 158,Venado Tuerto,Santa Fe Province,AR,https://www.instagram.com/cefit.esteticayfitness?igsh=aG82MWNvZWdya3Q0,+54 3462 53-9141,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20CEFIT&query_place_id=ChIJm1RBVQB7yJURUTbzFMOk07A,Gym
GYM Y9,4.6,9,Juan Bautista Alberdi 1295,Venado Tuerto,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=GYM%20Y9&query_place_id=ChIJbzjV2FF7yJUR6Q1o_MRiVB8,Gym
Spacio Gym Fitness,,,Blvd. Pres. Perón 685,San Jorge,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Spacio%20Gym%20Fitness&query_place_id=ChIJZdYZpdf3ypURJvx5fHyI9gs,Gym
CEKIDE (GIMNASIO DE HOMBRES Y MUJERES),5,1,Av. Gral. Mitre 1512,Sastre,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=CEKIDE%20(GIMNASIO%20DE%20HOMBRES%20Y%20MUJERES)&query_place_id=ChIJpcnoDQDxypURov2qYDrAd48,Gym
"Gimnasio ""ACCION""",4.8,23,Ameghino 1020,María Susana,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20%22ACCION%22&query_place_id=ChIJvUbRZUA3ypURY7vqBRzu-14,Gym
In Situ Gym,,,Blvd. Pres. Perón,San Jorge,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=In%20Situ%20Gym&query_place_id=ChIJeSJeAdz3ypURlICHPGxHmkg,Gym
fitcavi,4.7,23,San Martín,Hughes,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=fitcavi&query_place_id=ChIJP9c4ztD_x5URxVBAo9mMayY,Gym
Pela Gym Funcional HIIT,5,7,Lisandro de la Torre 1934,Venado Tuerto,Santa Fe Province,AR,,+54 3462 63-3250,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Pela%20Gym%20Funcional%20HIIT&query_place_id=ChIJUSATDc9jyJUR76N_EsO1fuE,Gymnastics center
PUERTO TRAINING,4.9,18,C. 62 2-100,Villa Cañás,Santa Fe Province,AR,,+54 3462 23-3626,Gym,https://www.google.com/maps/search/?api=1&query=PUERTO%20TRAINING&query_place_id=ChIJ4RLERejpx5URpr8X4r9WSzs,Gym
ST Gim,5,1,"San Martín, Sarmiento y",San Gregorio,Santa Fe Province,AR,https://instagram.com/stgim_sangregorio?igshid=YmMyMTA2M2Y=,+54 3382 57-3574,Gymnastics center,https://www.google.com/maps/search/?api=1&query=ST%20Gim&query_place_id=ChIJs5M-_f61x5URlC3F28FhWD0,Gymnastics center
GYM CURLY,,,Av. Dr. Luis Chapuis 2361,Venado Tuerto,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=GYM%20CURLY&query_place_id=ChIJbSXO1KFkyJUR3-yp8JMHKC8,Gym
Flow Fitness Club Rafaela,5,25,Rivadavia 877,Rafaela,Santa Fe Province,AR,https://www.instagram.com/flow.rafaela?igsh=N29odDQxNzEzMG44,+54 3492 28-8888,Gym,https://www.google.com/maps/search/?api=1&query=Flow%20Fitness%20Club%20Rafaela&query_place_id=ChIJ76-Cu72vypURpP-HLbiIKxg,Gym
Active Gym,4.9,43,Arturo Frondizi 317,Sunchales,Santa Fe Province,AR,,+54 3564 66-3513,Gym,https://www.google.com/maps/search/?api=1&query=Active%20Gym&query_place_id=ChIJ-W9bO_lFNZQRbhRqRzi-kDw,Gym
Premium Gym,4.9,63,Brig. López 427,Esperanza,Santa Fe Province,AR,https://instagram.com/premiumgym_esperanza?utm_medium=copy_link,+54 3496 41-5930,Gym,https://www.google.com/maps/search/?api=1&query=Premium%20Gym&query_place_id=ChIJX7h7KcMTtZUR1gPeCh9pGkQ,Gym
Estudio Fitness,4.8,48,9 de Julio 54,Sunchales,Santa Fe Province,AR,https://www.facebook.com/estudiofitness/,+54 3493 46-1706,Gym,https://www.google.com/maps/search/?api=1&query=Estudio%20Fitness&query_place_id=ChIJudmkIwBFNZQRkHsH1mew2E8,Gym
Centro de Acondicionamiento Físico,4.9,162,"S3080EXO Esperanza Santa Fe AR, Gral. Paz 1451",EXO,Santa Fe Province,AR,,+54 3496 46-6052,Gym,https://www.google.com/maps/search/?api=1&query=Centro%20de%20Acondicionamiento%20F%C3%ADsico&query_place_id=ChIJE76bFSMTtZURmr6E3tt_J2c,Gym
Biceps Gym,4.7,97,"ABC, 1 de Mayo 2149",Esperanza,Santa Fe Province,AR,,+54 3496 42-9172,Gym,https://www.google.com/maps/search/?api=1&query=Biceps%20Gym&query_place_id=ChIJBy1NAz0TtZURxPXDJ6Z4TLE,Gym
BLOCK FITNESS,4.9,112,Bv. Presidente Julio A. Roca,Rafaela,Santa Fe Province,AR,,+54 3492 65-0993,Gym,https://www.google.com/maps/search/?api=1&query=BLOCK%20FITNESS&query_place_id=ChIJcxcdD8qvypURjMq1R6D75f0,Gym
Sol Gym,4.8,62,Gral. Paz 2046,Esperanza,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Sol%20Gym&query_place_id=ChIJixymWF4TtZURMjUFemBtokc,Gym
Solido Gym,4.5,98,Lavalle 184,Rafaela,Santa Fe Province,AR,,+54 3492 50-2184,Gym,https://www.google.com/maps/search/?api=1&query=Solido%20Gym&query_place_id=ChIJ273SiUeuypUReSX0OtguvK0,Gym
Barrio Mora,3.8,55,A. Destefani,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Barrio%20Mora&query_place_id=ChIJkS8GrmSuypURMEPbbNV3vJ8,Gym
Sport Gym,4.7,69,Avellaneda 543,Sunchales,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Sport%20Gym&query_place_id=ChIJT4YwSAdFNZQR2c0UHnAG3UI,Gym
Centro De Entrenamiento,4.7,22,Estanislao López,San Jerónimo Norte,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Centro%20De%20Entrenamiento&query_place_id=ChIJmTURP9xxtZURyvhWhnCzugs,Gym
ESTACION FITNESS,5,5,Padre dimas mateo 880,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=ESTACION%20FITNESS&query_place_id=ChIJiZvhKgCvypURYaDLRI1Ws08,Gym
Bunker Big Box,4.8,39,Lehmann 1946,Esperanza,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Bunker%20Big%20Box&query_place_id=ChIJ3cXPXzwTtZURZ5KF__9E-uU,Gym
Ares Gym,5,17,Janssen 2750,Esperanza,Santa Fe Province,AR,https://www.instagram.com/aresgym.esp?igsh=NGlvNjVrZmZneTc0,+54 3496 54-1587,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Ares%20Gym&query_place_id=ChIJtZ90agATtZURGba5oxRUzes,Gymnastics center
GYM IMPACTO,5,1,B. Iturraspe 1696,Rafaela,Santa Fe Province,AR,,+54 3492 67-5715,Gym,https://www.google.com/maps/search/?api=1&query=GYM%20IMPACTO&query_place_id=ChIJ15jTeACvypURJ_E-_w09OmQ,Gym
Vitalogym,4.8,63,Belgrano 2640,Esperanza,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Vitalogym&query_place_id=ChIJq4UjD6ITtZUR9SdTwtFY2OE,Gym
Rocco gym-club,5,5,López y Planes 971,Esperanza,Santa Fe Province,AR,,+54 342 405-6108,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Rocco%20gym-club&query_place_id=ChIJ_-n4BL8TtZUR1gQKBH6XT1I,Gymnastics center
Mega·Fit,4.9,72,Sarmiento 2777,Esperanza,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Mega%C2%B7Fit&query_place_id=ChIJg8WT8hUTtZURN3XKWQK5pmo,Gym
Hulk Gym Esperanza,4.9,100,"Esperanza, Saavedra 1834",IQF,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Hulk%20Gym%20Esperanza&query_place_id=ChIJXx-7gDsTtZURUM8gI683XKQ,Gym
Centauro Gym,,,Mitre 1223,Venado Tuerto,Santa Fe Province,AR,http://instagram.com/centaurogymvt/,+54 3462 37-9823,Gym,https://www.google.com/maps/search/?api=1&query=Centauro%20Gym&query_place_id=ChIJPc6wr3p7yJURyQ9_KvbZb0s,Gym
Santa isabel santa fe,,,9 de Julio,Santa Isabel,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Santa%20isabel%20santa%20fe&query_place_id=ChIJq2zuLwDfx5URY9wxXmP1jyk,Gym
Positive GyM,,,"Felipe, Av. Felipe Hughes 554",Hughes,Santa Fe Province,AR,,+54 2473 45-1732,Gym,https://www.google.com/maps/search/?api=1&query=Positive%20GyM&query_place_id=ChIJywhpJF__x5URZsqZ0QVNdU8,Gym
Gimnasio Tia Maria,4.6,72,Lavalle 745,Venado Tuerto,Santa Fe Province,AR,https://www.instagram.com/gimnasiotiamaria/,+54 3462 42-2432,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Tia%20Maria&query_place_id=ChIJD_9siK1kyJURZwScXmWyp50,Gymnastics center
Next Training - Rendimiento deportivo y fitness,5,4,C. Paz 308,Venado Tuerto,Santa Fe Province,AR,,+54 3462 56-6767,Gym,https://www.google.com/maps/search/?api=1&query=Next%20Training%20-%20Rendimiento%20deportivo%20y%20fitness&query_place_id=ChIJ1fcSBwB7yJUR4XNQNCn3MJs,Gym
GRAFF,,,Lavalle 1721,San Jorge,Santa Fe Province,AR,,+54 3406 64-1353,Gymnastics center,https://www.google.com/maps/search/?api=1&query=GRAFF&query_place_id=ChIJdwWydCT3ypURPSrIYa0Oi_E,Gymnastics center
MECCA CENTER,5,5,Iturraspe 734,Venado Tuerto,Santa Fe Province,AR,,+54 3462 59-6541,Gym,https://www.google.com/maps/search/?api=1&query=MECCA%20CENTER&query_place_id=ChIJ9fliVgB7yJURaFC3SnRmJMA,Gym
Prana Centro de Pilates,5,9,España 1046,Venado Tuerto,Santa Fe Province,AR,https://www.instagram.com/pranapilatesvt/,+54 3462 54-5170,Gym,https://www.google.com/maps/search/?api=1&query=Prana%20Centro%20de%20Pilates&query_place_id=ChIJrd-9nhVlyJURFCIKUlmJQcc,Gym
OLYMPO Gym,,,Edison 938,Venado Tuerto,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=OLYMPO%20Gym&query_place_id=ChIJx--ivatkyJUR17Wj2L9pAbY,Gym
Sinergia Espacio De Bienestar Fisico Y Mental,,,Austria,Elortondo,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Sinergia%20Espacio%20De%20Bienestar%20Fisico%20Y%20Mental&query_place_id=ChIJm_8rLcwNyJURL9PukARglxQ,Gym
Jockey Club Country,4.4,600,7XPQ+8M,Venado Tuerto,Santa Fe Province,AR,http://www.jockeyclubvt.com.ar/web/,,Fitness center,https://www.google.com/maps/search/?api=1&query=Jockey%20Club%20Country&query_place_id=ChIJExhb9qNjyJURQRZSpqY_vAU,Fitness center
